name,specialization,city,experience,rating,phone,email,formattedAddress
"Dr Naveed Aslam","ENT Specialist","N/A",8,3.6,"03731-6898354","dr.naveed.aslam257@diagnoai.com","N/A"
"Dr Kamran Chima","Pulmonologist","N/A",11,3.8,"03610-9701035","dr.kamran.chima102@diagnoai.com","N/A"
"Dr Salma Kayani","Gynecologists","N/A",16,4.3,"03901-4000545","dr.salma.kayani196@diagnoai.com","N/A"
"Dr Ishrat Saleem","Urologists","N/A",12,3.9,"03887-4751850","dr.ishrat.saleem822@diagnoai.com","N/A"
"Dr Mohammad Imran Mir","Pediatricians","N/A",3,4.2,"03902-8038992","dr.mohammad.imran.mir489@diagnoai.com","N/A"
"Dr Muhammad Aslam Malik","Pediatricians","N/A",6,4.4,"03325-4225962","dr.muhammad.aslam.malik77@diagnoai.com","N/A"
"Dr Maj. Gen. (R) C M Anwar","Pediatricians","N/A",5,3.6,"03495-6508695","dr.maj..gen...r..c.m.anwar772@diagnoai.com","N/A"
"Dr Aurangzaib","Plastic & Aesthetic Surgeon","N/A",10,4.8,"03227-1868973","dr.aurangzaib256@diagnoai.com","N/A"
"Dr Mohammad Ilyas Ramay","Pediatricians","N/A",23,3.9,"03865-1084643","dr.mohammad.ilyas.ramay81@diagnoai.com","N/A"
"Dr Ashraf Ganatra","Plastic & Aesthetic Surgeon","N/A",7,4.1,"03736-1495095","dr.ashraf.ganatra712@diagnoai.com","N/A"
"Dr MOHAMMAD BASHIR","Pediatricians","N/A",17,4.2,"03944-8080084","dr.mohammad.bashir262@diagnoai.com","N/A"
"Dr Khalida Khanum Naqvi","Gynecologists","N/A",22,4.2,"03716-4162081","dr.khalida.khanum.naqvi896@diagnoai.com","N/A"
"Dr Parveen Zulfiqar","Pediatricians","N/A",7,4.3,"03311-2778438","dr.parveen.zulfiqar324@diagnoai.com","N/A"
"Dr G A Sheikh","Pediatricians","N/A",24,4.4,"03531-1934922","dr.g.a.sheikh898@diagnoai.com","N/A"
"Dr Mohammad Nasarullah","Pediatricians","N/A",17,4.9,"03712-4546502","dr.mohammad.nasarullah135@diagnoai.com","N/A"
"Dr Alia Ahmed","Pediatricians","N/A",17,3.8,"03147-7452477","dr.alia.ahmed189@diagnoai.com","N/A"
"Dr Khalid Mehmood Mughal","Psychiatrist","N/A",16,4.3,"03189-1167840","dr.khalid.mehmood.mughal648@diagnoai.com","N/A"
"Dr Syed Anwar Ahmed","Pediatricians","N/A",12,3.9,"03554-4165473","dr.syed.anwar.ahmed560@diagnoai.com","N/A"
"Dr Shoukat Zubair","Urologists","N/A",6,3.7,"03206-8659429","dr.shoukat.zubair910@diagnoai.com","N/A"
"Dr Mahmood ul Haq","Cardiologists","N/A",6,4.6,"03989-8607061","dr.mahmood.ul.haq722@diagnoai.com","N/A"
"Dr Mohammad Khalil Chaudhary","Pediatricians","N/A",12,4.1,"03872-1271382","dr.mohammad.khalil.chaudhary865@diagnoai.com","N/A"
"Dr Saeed Aabdi","Urologists","N/A",10,4.4,"03443-2652633","dr.saeed.aabdi512@diagnoai.com","N/A"
"Dr. Ghazanfar Ali Shah","Orthopaedics","N/A",24,4.7,"03185-4769398","dr..ghazanfar.ali.shah593@diagnoai.com","N/A"
"Dr Arif Mateen Khan","Paediatric","N/A",17,4.9,"03963-6642119","dr.arif.mateen.khan669@diagnoai.com","N/A"
"Dr Muhammad Akram","Pediatricians","N/A",6,4.3,"03381-7360759","dr.muhammad.akram615@diagnoai.com","N/A"
"Dr. Abdul Rauf","Diabetologists","N/A",3,4.8,"03729-6176395","dr..abdul.rauf366@diagnoai.com","N/A"
"Dr. Samia Tariq","Skin Specialists | Dermatologists","N/A",19,4.2,"03540-7291139","dr..samia.tariq357@diagnoai.com","N/A"
"Dr Muddassar Sharif Bhatti","Pediatricians","N/A",12,5,"03662-9532183","dr.muddassar.sharif.bhatti304@diagnoai.com","N/A"
"Dr Khalid Rafique","Pediatricians","N/A",9,4,"03750-9651660","dr.khalid.rafique15@diagnoai.com","N/A"
"Dr. Ghulam Abbas","Radiologist","N/A",9,4.9,"03886-4113355","dr..ghulam.abbas423@diagnoai.com","N/A"
"Dr Muhammad Anwar","Pediatricians","N/A",12,3.9,"03997-1923939","dr.muhammad.anwar245@diagnoai.com","N/A"
"Dr Atia Afaq","Plastic & Aesthetic Surgeon","N/A",24,3.5,"03209-5833458","dr.atia.afaq471@diagnoai.com","N/A"
"Prof Ehtasham","Paediatric","N/A",18,3.8,"03472-6609011","prof.ehtasham524@diagnoai.com","N/A"
"Dr Jamal Raza","Pediatricians","N/A",6,4.4,"03101-4010020","dr.jamal.raza727@diagnoai.com","N/A"
"Dr Masroor Zaheer","Pediatricians","N/A",17,4.8,"03698-6397749","dr.masroor.zaheer336@diagnoai.com","N/A"
"Dr Prof Badruddin Ibrahim","Pediatricians","N/A",19,4.4,"03650-7302127","dr.prof.badruddin.ibrahim983@diagnoai.com","N/A"
"Dr Anwar Halipota","Psychiatrist","N/A",5,3.5,"03664-2221063","dr.anwar.halipota846@diagnoai.com","N/A"
"Dr Rasheed Anwar","Pediatricians","N/A",23,4.2,"03489-1511017","dr.rasheed.anwar619@diagnoai.com","N/A"
"Dr Moiz Sadiq","Plastic & Aesthetic Surgeon","N/A",7,4.5,"03550-9445608","dr.moiz.sadiq49@diagnoai.com","N/A"
"Dr Kamran Majeed","Urologists","N/A",10,4.6,"03998-5892159","dr.kamran.majeed282@diagnoai.com","N/A"
"Dr. Fakher-e-Fayaz","Anesthesiologist","N/A",12,4.6,"03869-4532780","dr..fakher.e.fayaz5@diagnoai.com","N/A"
"Dr Mohsin Azhar Ali","Paediatric","N/A",12,3.9,"03276-5762352","dr.mohsin.azhar.ali324@diagnoai.com","N/A"
"Dr Samina Shamim","Pediatricians","N/A",11,3.9,"03610-2580300","dr.samina.shamim240@diagnoai.com","N/A"
"Dr. Ghias Uddin Butt","Nephrologist","N/A",8,3.7,"03894-1243007","dr..ghias.uddin.butt362@diagnoai.com","N/A"
"AYESHA MALIK","Gynecologists","N/A",16,4.7,"03888-2383825","ayesha.malik246@diagnoai.com","N/A"
"AAMIR MUSTAFA JAFAREY","General Surgeon","N/A",16,3.8,"03566-1087415","aamir.mustafa.jafarey48@diagnoai.com","N/A"
"Dr Asim Hassan","Diabetologists","N/A",10,3.6,"03658-9730817","dr.asim.hassan847@diagnoai.com","N/A"
"Dr Badar ul Islam Zakai","Urologists","N/A",20,3.5,"03246-5370627","dr.badar.ul.islam.zakai711@diagnoai.com","N/A"
"Dr Tariq Bhatti","Pediatricians","N/A",8,3.7,"03851-7369683","dr.tariq.bhatti797@diagnoai.com","N/A"
"Dr Asif Nazir","Pediatricians","N/A",16,4.2,"03219-3514338","dr.asif.nazir973@diagnoai.com","N/A"
"Dr. Syed Muzaffar Hassan","Anesthesiologist","N/A",14,3.7,"03527-6678801","dr..syed.muzaffar.hassan343@diagnoai.com","N/A"
"Dr Qamar Zaman","Pediatricians","N/A",6,3.8,"03968-8297830","dr.qamar.zaman689@diagnoai.com","N/A"
"Dr Jalal Akber","Pediatricians","N/A",24,4.2,"03185-2368779","dr.jalal.akber199@diagnoai.com","N/A"
"Dr. Abeera Mansoor","Nephrologist","N/A",13,3.6,"03973-7023418","dr..abeera.mansoor502@diagnoai.com","N/A"
"Dr Rao Mohammad Riaz ul Haq","Paediatric","N/A",8,3.8,"03669-8156314","dr.rao.mohammad.riaz.ul.haq878@diagnoai.com","N/A"
"Dr. Ghazanfar Ali Sheikh","Pediatricians","N/A",22,4.9,"03772-1853812","dr..ghazanfar.ali.sheikh951@diagnoai.com","N/A"
"Dr Mohsin Ahmed","Pediatricians","N/A",4,4.8,"03557-8963206","dr.mohsin.ahmed519@diagnoai.com","N/A"
"Dr Mabroor Ahmed Bhatti","Plastic & Aesthetic Surgeon","N/A",6,4.8,"03169-8543075","dr.mabroor.ahmed.bhatti106@diagnoai.com","N/A"
"Dr Khursheed Khawaja","Pediatricians","N/A",20,4,"03457-9040185","dr.khursheed.khawaja960@diagnoai.com","N/A"
"Dr Tariq Latif","Paediatric","N/A",18,4.3,"03723-8270835","dr.tariq.latif281@diagnoai.com","N/A"
"Dr Tariq Latif","Paediatric","N/A",21,3.5,"03650-5210321","dr.tariq.latif458@diagnoai.com","N/A"
"Dr M Sohail Salat","Pediatricians","N/A",14,3.7,"03649-9756495","dr.m.sohail.salat12@diagnoai.com","N/A"
"Dr Maqbool Qadir","Pediatricians","N/A",14,3.5,"03650-7338945","dr.maqbool.qadir254@diagnoai.com","N/A"
"Dr Munir Amjad Baig","ENT Specialist","N/A",11,3.7,"03386-8434573","dr.munir.amjad.baig14@diagnoai.com","N/A"
"Dr Khalil Ahmed","Pediatricians","N/A",9,3.9,"03288-2759032","dr.khalil.ahmed212@diagnoai.com","N/A"
"Dr Rubina Javed","Pediatricians","N/A",24,4.5,"03920-6881201","dr.rubina.javed844@diagnoai.com","N/A"
"Dr Mohammad Khalid Khan","Psychiatrist","N/A",19,3.9,"03418-2770274","dr.mohammad.khalid.khan315@diagnoai.com","N/A"
"Dr Khalid Pervaiz","Pediatricians","N/A",9,3.8,"03761-4338327","dr.khalid.pervaiz242@diagnoai.com","N/A"
"Dr Hasan Ali","Plastic & Aesthetic Surgeon","N/A",11,3.6,"03376-7918668","dr.hasan.ali392@diagnoai.com","N/A"
"Dr Mohammad Sharif Chaudhary","Psychiatrist","N/A",23,4.4,"03606-2563838","dr.mohammad.sharif.chaudhary639@diagnoai.com","N/A"
"Dr Ali Raza Khan","General Physician","N/A",20,4.7,"03635-4606377","dr.ali.raza.khan24@diagnoai.com","N/A"
"Dr Yasmeen Mehmooda","Gynecologists","N/A",4,4,"03912-2062460","dr.yasmeen.mehmooda514@diagnoai.com","N/A"
"Dr Sheikh Mohammad Iqbal","Pediatricians","N/A",13,5,"03476-3633056","dr.sheikh.mohammad.iqbal88@diagnoai.com","N/A"
"Dr M Habib","Psychiatrist","N/A",5,4.2,"03787-9961216","dr.m.habib220@diagnoai.com","N/A"
"Dr Muhammad Shoaib Mithani","Urologists","N/A",8,4.5,"03954-2832742","dr.muhammad.shoaib.mithani635@diagnoai.com","N/A"
"Dr Amanullah Memon","Urologists","N/A",14,3.7,"03860-2307264","dr.amanullah.memon406@diagnoai.com","N/A"
"Dr Ahmed Ali Imran","Pediatricians","N/A",23,3.5,"03627-6150629","dr.ahmed.ali.imran975@diagnoai.com","N/A"
"Dr Ahmed Rehman","Urologists","N/A",22,4.4,"03306-7977904","dr.ahmed.rehman625@diagnoai.com","N/A"
"Dr Jahan Ara Pal","Gynecologists","N/A",6,5,"03381-3086750","dr.jahan.ara.pal895@diagnoai.com","N/A"
"Maj (R) DR. Mumtaz Ahmed","General Surgeon","N/A",12,5,"03281-8734805","maj..r..dr..mumtaz.ahmed873@diagnoai.com","N/A"
"Dr Mohammad Sarfaraz","Pediatricians","N/A",15,3.9,"03968-2541816","dr.mohammad.sarfaraz175@diagnoai.com","N/A"
"Dr Imran T Hashmi","Psychiatrist","N/A",20,3.7,"03254-7038485","dr.imran.t.hashmi833@diagnoai.com","N/A"
"Dr Haseeb ur Rehman","Pediatricians","N/A",22,4.5,"03356-7221556","dr.haseeb.ur.rehman182@diagnoai.com","N/A"
"Dr Akbar Ali","Pediatricians","N/A",11,3.9,"03507-8971187","dr.akbar.ali119@diagnoai.com","N/A"
"Dr Farhat Abbas","Psychiatrist","N/A",15,4.9,"03281-6152489","dr.farhat.abbas745@diagnoai.com","N/A"
"Dr Manzoor Ali Arif","Pediatricians","N/A",17,4.2,"03510-8520308","dr.manzoor.ali.arif976@diagnoai.com","N/A"
"ALI SARFRAZ SIDDIQUI","Pain Management","N/A",18,3.5,"03436-6225882","ali.sarfraz.siddiqui417@diagnoai.com","N/A"
"Dr Haider Ali Naqvi","Psychiatrist","N/A",14,4.9,"03449-5185242","dr.haider.ali.naqvi695@diagnoai.com","N/A"
"Dr. Abu Bakar Siddiq","Orthopaedics","N/A",8,4,"03993-5978210","dr..abu.bakar.siddiq714@diagnoai.com","N/A"
"ASIM HAFIZ","Oncologist","N/A",6,3.9,"03803-4472087","asim.hafiz947@diagnoai.com","N/A"
"Dr Shamim Younus","Pediatricians","N/A",12,3.5,"03793-4508566","dr.shamim.younus548@diagnoai.com","N/A"
"Dr Shazia Batool","Pediatricians","N/A",8,3.8,"03237-9093929","dr.shazia.batool111@diagnoai.com","N/A"
"Dr Abid Hussain Bilal","Psychiatrist","N/A",8,4.3,"03345-6960969","dr.abid.hussain.bilal913@diagnoai.com","N/A"
"Dr Badar S Dhanani","Skin Specialists | Dermatologists","N/A",21,4.6,"03393-7457809","dr.badar.s.dhanani944@diagnoai.com","N/A"
"Dr Syed Asad Ali","Pediatricians","N/A",16,4.9,"03776-1480346","dr.syed.asad.ali263@diagnoai.com","N/A"
"Dr Muhammad Ashraf Sultan","Paediatric","N/A",14,3.7,"03930-1555802","dr.muhammad.ashraf.sultan3@diagnoai.com","N/A"
"Dr. Shahzad Munir","Pediatricians","N/A",17,4.1,"03637-4525597","dr..shahzad.munir855@diagnoai.com","N/A"
"Dr Tauheed Butt","Pediatricians","N/A",17,4.9,"03817-1874109","dr.tauheed.butt946@diagnoai.com","N/A"
"Dr Rizwan Toor","Skin Specialists | Dermatologists","N/A",12,3.5,"03362-5106647","dr.rizwan.toor745@diagnoai.com","N/A"
"Dr Fareeduddin","Pediatricians","N/A",20,4.9,"03585-9304497","dr.fareeduddin775@diagnoai.com","N/A"
"Dr Shakeel Ahmed","Pediatricians","N/A",15,4.8,"03867-5483676","dr.shakeel.ahmed805@diagnoai.com","N/A"
"Dr Faizan Ahmed","Urologists","N/A",4,3.6,"03681-3366305","dr.faizan.ahmed558@diagnoai.com","N/A"
"Dr Shahida Malik","Psychiatrist","N/A",3,5,"03256-5232311","dr.shahida.malik489@diagnoai.com","N/A"
"ALI FAISAL SALEEM","Pediatricians","N/A",6,4.9,"03159-8152186","ali.faisal.saleem704@diagnoai.com","N/A"
"AISHA SHEIKH","Endocrinologist","N/A",5,3.8,"03814-3812550","aisha.sheikh85@diagnoai.com","N/A"
"Dr M. AKRAM SHAIKH","Pediatricians","N/A",4,3.8,"03225-4206167","dr.m..akram.shaikh110@diagnoai.com","N/A"
"Dr Farkhanda Hafiz","Pediatricians","N/A",12,4.2,"03906-2688337","dr.farkhanda.hafiz511@diagnoai.com","N/A"
"Dr Sharmeen Aslam Tarar","Psychiatrist","N/A",17,4.8,"03257-1313476","dr.sharmeen.aslam.tarar789@diagnoai.com","N/A"
"Dr Syed Yawar Mehdi","Plastic & Aesthetic Surgeon","N/A",18,3.7,"03284-4617405","dr.syed.yawar.mehdi313@diagnoai.com","N/A"
"Dr Maj(R)Qurrat Ul Ain Asghar","Pediatricians","N/A",15,3.8,"03473-2931637","dr.maj.r.qurrat.ul.ain.asghar384@diagnoai.com","N/A"
"Dr Nadeem Mohyuddin","Pediatricians","N/A",4,4.4,"03320-5692552","dr.nadeem.mohyuddin116@diagnoai.com","N/A"
"Dr Iftikhar Ali Shah","Plastic & Aesthetic Surgeon","N/A",15,3.9,"03385-9835487","dr.iftikhar.ali.shah430@diagnoai.com","N/A"
"Dr M Hammad Ather","Urologists","N/A",4,3.8,"03110-7348091","dr.m.hammad.ather441@diagnoai.com","N/A"
"Dr. Ghulam Murtaza Bhutta","Ophthalmologist","N/A",5,4.2,"03488-2867133","dr..ghulam.murtaza.bhutta369@diagnoai.com","N/A"
"aa","Cardiologists","N/A",17,3.8,"03127-8729495","aa793@diagnoai.com","N/A"
"Dr Tabish Hazir","Pediatricians","N/A",4,3.9,"03549-2141879","dr.tabish.hazir285@diagnoai.com","N/A"
"AZIZ A. REHMAN JIVANI","Medical Specialist","N/A",3,4.7,"03507-7578670","aziz.a..rehman.jivani167@diagnoai.com","N/A"
"Dr Khalid Shafi","Pediatricians","N/A",12,4.4,"03374-7530872","dr.khalid.shafi799@diagnoai.com","N/A"
"Dr Syed Mehmood ul Haq","Cardiologists","N/A",7,4,"03268-7783271","dr.syed.mehmood.ul.haq730@diagnoai.com","N/A"
"Dr Arifa Naeem","Psychiatrist","N/A",9,4.3,"03793-9024600","dr.arifa.naeem678@diagnoai.com","N/A"
"Dr Mohammad Saeed Chaudhary","Pediatricians","N/A",8,4,"03872-1599724","dr.mohammad.saeed.chaudhary884@diagnoai.com","N/A"
"Dr Riffat ur Rehman","Pediatricians","N/A",7,4.6,"03905-9970979","dr.riffat.ur.rehman249@diagnoai.com","N/A"
"Dr Mohammad Yaqoob Qazi","Pediatricians","N/A",17,4.6,"03569-3252055","dr.mohammad.yaqoob.qazi668@diagnoai.com","N/A"
"Dr. Prof Madiha Azmat Rao","Skin Specialists | Dermatologists","N/A",16,4.2,"03325-8613813","dr..prof.madiha.azmat.rao631@diagnoai.com","N/A"
"Maryam Zahid","Nutrition/Dietitian","N/A",12,4.8,"03991-9432331","maryam.zahid140@diagnoai.com","N/A"
"Dr Arshalooz Jamila Rahman","Pediatricians","N/A",7,4.2,"03257-5573620","dr.arshalooz.jamila.rahman123@diagnoai.com","N/A"
"Dr Tariq Mehmood","Skin Specialists | Dermatologists","N/A",9,4.3,"03926-9868741","dr.tariq.mehmood80@diagnoai.com","N/A"
"Dr Maj. Gen. (R) Ajab","Pediatricians","N/A",8,4.6,"03463-9781419","dr.maj..gen...r..ajab396@diagnoai.com","N/A"
"Dr Hasina Chagani","Paediatric","N/A",5,4.6,"03312-2687058","dr.hasina.chagani5@diagnoai.com","N/A"
"Dr Adina Rehab Sheikh","Pediatricians","N/A",24,4.2,"03613-7217435","dr.adina.rehab.sheikh215@diagnoai.com","N/A"
"Dr Zafar Hyder","Psychiatrist","N/A",18,4.5,"03272-8338385","dr.zafar.hyder105@diagnoai.com","N/A"
"Ahmer Hussain Qarni","Nephrologist","N/A",16,4.5,"03926-1639549","ahmer.hussain.qarni705@diagnoai.com","N/A"
"Dr Salahuddin A Shaikh","Pediatricians","N/A",6,3.9,"03219-5845293","dr.salahuddin.a.shaikh751@diagnoai.com","N/A"
"Dr Arshad Mirza","Psychiatrist","N/A",20,4,"03773-7290541","dr.arshad.mirza855@diagnoai.com","N/A"
"Dr Prof Said ul Haq","Pediatricians","N/A",14,4.5,"03423-1047391","dr.prof.said.ul.haq831@diagnoai.com","N/A"
"Dr Parveen Mufti","Pediatricians","N/A",13,4.8,"03895-8067734","dr.parveen.mufti182@diagnoai.com","N/A"
"Dr Mohammad Munir","Pediatricians","N/A",19,4.2,"03944-6869112","dr.mohammad.munir901@diagnoai.com","N/A"
"AZMINA TAJDIN VALIMOHD","Oncologist","N/A",5,4.3,"03976-3341328","azmina.tajdin.valimohd527@diagnoai.com","N/A"
"Dr.Muhammad Tariq","Neurosurgeon","N/A",21,4.1,"03134-8948443","dr.muhammad.tariq930@diagnoai.com","N/A"
"AFSHAN ASGHAR RASHEED","Oncologist","N/A",11,4.4,"03344-1688165","afshan.asghar.rasheed14@diagnoai.com","N/A"
"Dr M Barkaat Chaudhary","Psychiatrist","N/A",10,3.9,"03501-9437187","dr.m.barkaat.chaudhary997@diagnoai.com","N/A"
"Dr Muhammad Nasir Syed","Psychiatrist","N/A",15,4.9,"03253-8035563","dr.muhammad.nasir.syed843@diagnoai.com","N/A"
"Dr Riaz ud Din","Pediatricians","N/A",12,4.8,"03425-9815598","dr.riaz.ud.din570@diagnoai.com","N/A"
"Dr. Ali Sarfraz Siddiqui","Pain Management","N/A",13,4.8,"03959-2715612","dr..ali.sarfraz.siddiqui537@diagnoai.com","N/A"
"Dr Anis Hussain Jaffery","Urologists","N/A",17,4.1,"03829-4139621","dr.anis.hussain.jaffery895@diagnoai.com","N/A"
"Dr GHULAM ALI MEMON","Plastic & Aesthetic Surgeon","N/A",22,3.9,"03558-4357746","dr.ghulam.ali.memon147@diagnoai.com","N/A"
"Dr Muhammad Imtiaz Baig","Urologists","N/A",23,4.1,"03714-7912281","dr.muhammad.imtiaz.baig90@diagnoai.com","N/A"
"Dr Muadad Rana","Psychiatrist","N/A",16,4.1,"03316-4109692","dr.muadad.rana554@diagnoai.com","N/A"
"Dr Fazal Mobin","Pediatricians","N/A",21,4,"03794-7143743","dr.fazal.mobin766@diagnoai.com","N/A"
"Dr Abdul Wahab Yousafzai","Psychiatrist","N/A",4,4.2,"03687-4859205","dr.abdul.wahab.yousafzai448@diagnoai.com","N/A"
"Dr. Rakhshanda Hanfi","Gynecologists","N/A",9,5,"03703-2740187","dr..rakhshanda.hanfi848@diagnoai.com","N/A"
"Dr. Munir Iqbal Malik","Pediatricians","N/A",4,3.8,"03542-2677279","dr..munir.iqbal.malik996@diagnoai.com","N/A"
"Dr. Maryam Amjad","Pediatricians","N/A",18,4.1,"03563-2204791","dr..maryam.amjad786@diagnoai.com","N/A"
"Dr Mumtaz Lakhani","Pediatricians","N/A",12,3.8,"03636-5423049","dr.mumtaz.lakhani297@diagnoai.com","N/A"
"Dr G Raza Baloch","Pediatricians","N/A",7,5,"03745-9771628","dr.g.raza.baloch197@diagnoai.com","N/A"
"Dr Muhammad Arshad","Paediatric","N/A",11,4.8,"03727-5634279","dr.muhammad.arshad336@diagnoai.com","N/A"
"Dr Abdul Quddus","Plastic & Aesthetic Surgeon","N/A",16,3.6,"03437-3404850","dr.abdul.quddus538@diagnoai.com","N/A"
"Dr. Kaleem Ahmad","Anesthesiologist","N/A",15,4.4,"03499-7394426","dr..kaleem.ahmad615@diagnoai.com","N/A"
"Dr KISHORE KUMAR","Psychiatrist","N/A",21,3.6,"03416-7265073","dr.kishore.kumar193@diagnoai.com","N/A"
"Dr Gul Sambar Khan","Pediatricians","N/A",12,4.6,"03188-8039113","dr.gul.sambar.khan574@diagnoai.com","N/A"
"Dr. Syed Qayam Ali Shah","Medical Specialist","N/A",19,5,"03334-9204915","dr..syed.qayam.ali.shah13@diagnoai.com","N/A"
"Dr Neelofar Nadeem","Pediatricians","N/A",12,3.5,"03985-6129340","dr.neelofar.nadeem896@diagnoai.com","N/A"
"AZIZ SONAWALLA","Neurosurgeon","N/A",22,3.6,"03804-8660652","aziz.sonawalla973@diagnoai.com","N/A"
"Dr Mohammad Tahir Sheikh","Plastic & Aesthetic Surgeon","N/A",13,4.5,"03847-2912905","dr.mohammad.tahir.sheikh983@diagnoai.com","N/A"
"Dr S Tahira Izhar","Pediatricians","N/A",24,4.7,"03657-6529954","dr.s.tahira.izhar646@diagnoai.com","N/A"
"Dr Muhammad Aslam","Urologists","N/A",20,4.6,"03407-4318260","dr.muhammad.aslam389@diagnoai.com","N/A"
"Dr Aziz Abdullah","Urologists","N/A",24,4.8,"03838-5618685","dr.aziz.abdullah594@diagnoai.com","N/A"
"Dr. Gauhar Afshan","Pain Management","N/A",7,4.9,"03173-5173434","dr..gauhar.afshan660@diagnoai.com","N/A"
"Dr Anis Arshad","Pediatricians","N/A",21,4.7,"03451-3927184","dr.anis.arshad173@diagnoai.com","N/A"
"Professor Dr. Safdar Abbas","Anesthesiologist","N/A",24,4.1,"03573-3769938","professor.dr..safdar.abbas642@diagnoai.com","N/A"
"Dr Faiza Asghar","Pediatricians","N/A",17,3.8,"03741-8074325","dr.faiza.asghar864@diagnoai.com","N/A"
"Dr G. M. RIAZ","Pediatricians","N/A",22,3.7,"03683-4984566","dr.g..m..riaz44@diagnoai.com","N/A"
"Dr Nadeem Saquib","Pediatricians","N/A",16,4.6,"03848-9795208","dr.nadeem.saquib866@diagnoai.com","N/A"
"Dr Ghazanfar Ali Tariq","Pediatricians","N/A",11,4.7,"03798-6133872","dr.ghazanfar.ali.tariq292@diagnoai.com","N/A"
"Dr Tariq Jalwana","Pediatricians","N/A",15,3.7,"03779-8705044","dr.tariq.jalwana522@diagnoai.com","N/A"
"ASMA AHMED","Endocrinologist","N/A",22,4.8,"03243-9110586","asma.ahmed109@diagnoai.com","N/A"
"Dr Khalid Maqsood","Paediatric","N/A",8,4.4,"03882-2515687","dr.khalid.maqsood353@diagnoai.com","N/A"
"Dr Khalid Cheema","ENT Specialist","N/A",9,3.9,"03408-7596932","dr.khalid.cheema651@diagnoai.com","N/A"
"Dr Hasina Suleman Chagani","Pediatricians","N/A",6,3.9,"03920-1302397","dr.hasina.suleman.chagani732@diagnoai.com","N/A"
"Dr. Khalid Saeed","Urologists","N/A",9,4.3,"03837-9446503","dr..khalid.saeed639@diagnoai.com","N/A"
"Dr MAHESH KUMAR","Plastic & Aesthetic Surgeon","N/A",18,4.3,"03880-9980976","dr.mahesh.kumar748@diagnoai.com","N/A"
"Dr Ghulam Sarwar","Pediatricians","N/A",8,4.2,"03855-2908353","dr.ghulam.sarwar814@diagnoai.com","N/A"
"Dr Ijaz Hasan","Paediatric","N/A",12,4.9,"03312-1322159","dr.ijaz.hasan21@diagnoai.com","N/A"
"Dr Masood A Shaikh","Urologists","N/A",19,4.4,"03253-4404333","dr.masood.a.shaikh807@diagnoai.com","N/A"
"Dr. Shafia Naeem","Radiologist","N/A",14,4.7,"03182-8108622","dr..shafia.naeem14@diagnoai.com","N/A"
"Dr Abdul Hameed","Paediatric","N/A",15,3.6,"03546-1361186","dr.abdul.hameed656@diagnoai.com","N/A"
"Dr Zia ul Miraj Ahmad","Paediatric","N/A",8,3.6,"03874-8411119","dr.zia.ul.miraj.ahmad909@diagnoai.com","N/A"
"Dr. Mozamila Mughal","Nutrition/Dietitian","N/A",6,4.8,"03967-5537103","dr..mozamila.mughal144@diagnoai.com","N/A"
"Dr Asad Tameezuddin Nizami","Psychiatrist","N/A",5,4.7,"03753-2035613","dr.asad.tameezuddin.nizami726@diagnoai.com","N/A"
"Prof. A. K. Tanwani","Pathologist","N/A",19,4.3,"03749-8670137","prof..a..k..tanwani530@diagnoai.com","N/A"
"Dr Reema Mirza","Skin Specialists | Dermatologists","N/A",10,4,"03910-2379786","dr.reema.mirza715@diagnoai.com","N/A"
"Dr Mah Rukh Masood","Psychiatrist","N/A",11,4.1,"03767-5428186","dr.mah.rukh.masood447@diagnoai.com","N/A"
